data,anno,id_pratica,id_cliente,filiale,filiale_brand_prevalente,venditore,venditore_brand_prevalente,categoria_prodotto,data_prima_immatricolazione,anzianita_mesi,km_attuali,canale,giacenza_giorni,giacenza_fascia,over150_flag,fascia_prezzo,sconto_applicato_eur,marca,modello,importo_fattura,finanziamento,tipo_prodotto_fi,istituto_finanziario,durata_mesi,importo_finanziato,tipo_cliente,pacchetto_assicurativo,estensione_garanzia,margine_servizi_eur,margine_ferro_eur,margine_totale_eur
2025-05-31,2025,PR-25-00049,CL-25-100049,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,NUOVO,2025-05-02,0,9,Showroom,23,1-90,NO,<=60000,189,Hyundai,Kona,37998,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,22600,Privato,SI,SI,1638,1833,3471
2024-04-18,2024,PR-24-00045,CL-24-100045,Filiale 7,KIA,VEND_Filiale7_02,KIA,NUOVO,2024-03-29,0,30,Showroom,19,1-90,NO,<=60000,383,KIA,Ceed,42065,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,27446,Azienda,NO,SI,1549,1766,3315
2024-06-24,2024,PR-24-00046,CL-24-100046,Filiale 2,BMW,VEND_Filiale2_06,Mercedes,NUOVO,2024-05-27,0,132,Showroom,30,1-90,NO,<=60000,759,Mercedes,GLE,45173,NO,,,,0,Privato,NO,NO,0,2896,2896
2024-04-18,2024,PR-24-00047,CL-24-100047,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,NUOVO,2024-04-07,0,86,Showroom,47,1-90,NO,>60000,353,Mercedes,Classe C,93150,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,69195,Privato,SI,SI,2345,4298,6643
2025-04-08,2025,PR-25-00050,CL-25-100050,Filiale 3,Mercedes,VEND_Filiale3_02,Mercedes,NUOVO,2025-03-20,0,151,B2B,15,1-90,NO,<=60000,797,Hyundai,i30,51148,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,34113,Azienda,NO,SI,1576,3268,4844
2024-02-26,2024,PR-24-00048,CL-24-100048,Filiale 2,BMW,VEND_Filiale2_01,BMW,USATO,2023-04-23,9,14683,Web,49,1-90,NO,<=60000,918,BMW,X1,37134,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,20484,Azienda,SI,SI,2176,3449,5625
2025-04-12,2025,PR-25-00051,CL-25-100051,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,NUOVO,2025-03-18,0,32,B2B,31,1-90,NO,>60000,1347,Mercedes,GLC,62108,SI,RENTING,FIN_MOBILITY,48.0,36423,Azienda,SI,NO,1696,3429,5125
2024-04-21,2024,PR-24-00049,CL-24-100049,Filiale 1,BMW,VEND_Filiale1_06,BMW,NUOVO,2024-04-09,0,196,Showroom,66,1-90,NO,<=60000,731,BMW,Serie 2,42898,SI,RENTING,FIN_MOBILITY,60.0,25362,Azienda,SI,NO,1688,1585,3273
2024-08-21,2024,PR-24-00050,CL-24-100050,Filiale 8,KIA,VEND_Filiale8_02,KIA,NUOVO,2024-08-07,0,66,Showroom,11,1-90,NO,<=60000,742,KIA,Niro,50611,SI,RENTING,FIN_MOBILITY,48.0,35257,Privato,SI,SI,3261,1449,4710
2025-11-13,2025,PR-25-00052,CL-25-100052,Filiale 3,Mercedes,VEND_Filiale3_03,Mercedes,NUOVO,2025-10-18,0,86,Lead,37,1-90,NO,>60000,146,Mercedes,GLA,89147,NO,,,,0,Azienda,SI,SI,2154,4828,6982
2024-07-24,2024,PR-24-00051,CL-24-100051,Filiale 5,MINI,VEND_Filiale5_02,MINI,KM0,2024-06-12,1,1081,Showroom,55,1-90,NO,<=60000,1217,MINI,Countryman,44642,NO,,,,0,Privato,SI,NO,1164,1614,2778
2025-07-24,2025,PR-25-00053,CL-25-100053,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,KM0,2025-05-13,2,1727,Web,106,90-150,NO,<=60000,306,Hyundai,Santa Fe,52778,SI,RENTING,FIN_MOBILITY,48.0,43981,Privato,SI,NO,2088,1858,3946
2025-06-17,2025,PR-25-00054,CL-25-100054,Filiale 5,MINI,VEND_Filiale5_05,KIA,KM0,2025-03-14,3,2078,Showroom,16,1-90,NO,<=60000,471,KIA,Niro,50711,NO,,,,0,Privato,NO,NO,98,3198,3296
2025-11-03,2025,PR-25-00055,CL-25-100055,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,NUOVO,2025-10-05,0,61,Showroom,4,1-90,NO,<=60000,434,Hyundai,Kona,28006,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,24.0,20682,Privato,SI,SI,2014,843,2857
2025-05-25,2025,PR-25-00056,CL-25-100056,Filiale 5,MINI,VEND_Filiale5_05,KIA,USATO,2023-07-12,22,27645,Lead,46,1-90,NO,<=60000,711,KIA,Sorento,45875,NO,,,,0,Privato,SI,NO,1480,4542,6022
2025-04-04,2025,PR-25-00057,CL-25-100057,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2025-03-17,0,76,Showroom,33,1-90,NO,>60000,635,KIA,Niro,60777,SI,LEASING,FIN_LEASE_GROUP,48.0,52691,Privato,SI,SI,1823,2732,4555
2024-06-01,2024,PR-24-00052,CL-24-100052,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,NUOVO,2024-05-31,0,25,Showroom,36,1-90,NO,>60000,1142,BMW,X5,64513,SI,RENTING,FIN_MOBILITY,36.0,43905,Privato,NO,SI,1242,3869,5111
2025-07-04,2025,PR-25-00058,CL-25-100058,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,NUOVO,2025-07-02,0,110,Showroom,40,1-90,NO,<=60000,9,Hyundai,Tucson,41344,NO,,,,0,Privato,NO,NO,0,2200,2200
2025-09-08,2025,PR-25-00059,CL-25-100059,Filiale 5,MINI,VEND_Filiale5_01,MINI,KM0,2025-07-20,1,870,Web,30,1-90,NO,<=60000,730,MINI,Cooper S,21660,NO,,,,0,Privato,SI,NO,618,200,818
2025-04-18,2025,PR-25-00060,CL-25-100060,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2025-04-08,0,9,Showroom,22,1-90,NO,>60000,1052,Mercedes,Classe C,85952,NO,,,,0,Privato,SI,SI,1328,4005,5333
2025-12-16,2025,PR-25-00061,CL-25-100061,Filiale 10,Hyundai,VEND_Filiale10_02,MINI,USATO,2025-06-11,6,18113,Showroom,24,1-90,NO,<=60000,511,MINI,Cooper,32685,NO,,,,0,Azienda,NO,SI,971,2095,3066
2025-09-19,2025,PR-25-00062,CL-25-100062,Filiale 4,Mercedes,VEND_Filiale4_03,Mercedes,KM0,2025-08-14,1,1651,Showroom,28,1-90,NO,<=60000,196,Mercedes,Classe A,29617,SI,RENTING,FIN_MOBILITY,60.0,26102,Privato,SI,NO,2077,1370,3447
2024-09-15,2024,PR-24-00053,CL-24-100053,Filiale 8,KIA,VEND_Filiale8_04,Hyundai,NUOVO,2024-07-24,1,200,Lead,32,1-90,NO,<=60000,151,KIA,Niro,22354,SI,RENTING,FIN_MOBILITY,60.0,15087,Privato,SI,NO,1585,605,2190
2024-06-24,2024,PR-24-00054,CL-24-100054,Filiale 5,MINI,VEND_Filiale5_01,MINI,USATO,2019-07-30,58,69544,Showroom,117,90-150,NO,<=60000,1792,MINI,Countryman,43065,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,29094,Privato,NO,NO,655,2878,3533
2025-11-13,2025,PR-25-00063,CL-25-100063,Filiale 5,MINI,VEND_Filiale5_01,MINI,NUOVO,2025-10-23,0,30,Showroom,46,1-90,NO,<=60000,394,MINI,Cooper SE,27193,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,15196,Privato,NO,NO,752,1487,2239
2025-02-20,2025,PR-25-00064,CL-25-100064,Filiale 3,Mercedes,VEND_Filiale3_05,BMW,NUOVO,2024-12-27,1,54,Remarketing,3,1-90,NO,>60000,1192,BMW,Serie 1,81347,NO,,,,0,Privato,NO,NO,0,3829,3829
2025-05-27,2025,PR-25-00065,CL-25-100065,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,KM0,2025-02-09,3,2650,Showroom,98,90-150,NO,<=60000,610,Hyundai,Santa Fe,26156,SI,LEASING,FIN_LEASE_GROUP,48.0,21147,Privato,SI,SI,2528,686,3214
2024-07-25,2024,PR-24-00055,CL-24-100055,Filiale 10,Hyundai,VEND_Filiale10_01,Hyundai,USATO,2021-06-19,36,59689,Showroom,41,1-90,NO,<=60000,1398,Hyundai,i20,41769,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,27694,Privato,NO,SI,1972,1816,3788
2025-06-09,2025,PR-25-00066,CL-25-100066,Filiale 8,KIA,VEND_Filiale8_02,KIA,NUOVO,2025-04-12,1,86,Remarketing,37,1-90,NO,>60000,939,KIA,Sorento,64350,NO,,,,0,Privato,NO,NO,0,3222,3222
2025-08-29,2025,PR-25-00067,CL-25-100067,Filiale 1,BMW,VEND_Filiale1_02,BMW,KM0,2025-06-09,2,2259,Showroom,66,1-90,NO,>60000,918,BMW,X5,70712,NO,,,,0,Privato,NO,NO,0,2071,2071
2025-03-17,2025,PR-25-00068,CL-25-100068,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,NUOVO,2025-03-02,0,171,Web,21,1-90,NO,>60000,112,Mercedes,Classe A,80169,SI,RENTING,FIN_MOBILITY,48.0,45520,Privato,NO,NO,946,4771,5717
2025-09-06,2025,PR-25-00069,CL-25-100069,Filiale 3,Mercedes,VEND_Filiale3_02,Mercedes,USATO,2022-10-21,34,75689,Lead,210,>=150,SI,>60000,2707,Mercedes,GLC,92311,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,76487,Privato,SI,SI,2280,4855,7135
2024-03-30,2024,PR-24-00056,CL-24-100056,Filiale 4,Mercedes,VEND_Filiale4_02,Mercedes,NUOVO,2024-02-12,1,18,Web,34,1-90,NO,>60000,57,Mercedes,Classe B,87276,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,53405,Azienda,SI,SI,2345,6701,9046
2025-03-03,2025,PR-25-00070,CL-25-100070,Filiale 6,MINI,VEND_Filiale6_02,MINI,NUOVO,2025-02-10,0,92,Showroom,31,1-90,NO,<=60000,295,Hyundai,Kona,21425,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,12880,Privato,SI,NO,2104,1060,3164
2025-08-18,2025,PR-25-00071,CL-25-100071,Filiale 3,Mercedes,VEND_Filiale3_05,BMW,USATO,2022-06-17,38,40708,Showroom,73,1-90,NO,<=60000,321,Mercedes,Classe C,29210,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,22592,Privato,SI,SI,2492,2867,5359
2025-04-21,2025,PR-25-00072,CL-25-100072,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2025-02-23,1,46,Showroom,19,1-90,NO,>60000,598,BMW,Serie 3,79957,SI,MAXIRATA,FIN_AUTO_ONE,36.0,59212,Privato,SI,NO,1614,2391,4005
2025-12-03,2025,PR-25-00073,CL-25-100073,Filiale 5,MINI,VEND_Filiale5_05,KIA,USATO,2021-03-12,56,51708,Showroom,179,>=150,SI,<=60000,2801,KIA,Sportage,37867,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,28403,Privato,SI,SI,3948,1356,5304
2025-10-21,2025,PR-25-00074,CL-25-100074,Filiale 4,Mercedes,VEND_Filiale4_03,Mercedes,NUOVO,2025-10-14,0,172,Web,14,1-90,NO,>60000,953,Mercedes,GLA,94995,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,56198,Privato,SI,NO,1986,6092,8078
2025-07-17,2025,PR-25-00075,CL-25-100075,Filiale 3,Mercedes,VEND_Filiale3_03,Mercedes,USATO,2024-01-15,18,36200,Web,41,1-90,NO,<=60000,1494,Hyundai,Kona,51773,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,37603,Privato,SI,SI,3246,3811,7057
2025-06-23,2025,PR-25-00076,CL-25-100076,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,USATO,2020-06-10,60,82456,Remarketing,155,>=150,SI,<=60000,1815,MINI,Cooper,26626,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,23360,Privato,SI,SI,3158,1118,4276
2024-06-07,2024,PR-24-00057,CL-24-100057,Filiale 7,KIA,VEND_Filiale7_03,KIA,KM0,2024-02-20,3,3443,B2B,74,1-90,NO,<=60000,235,KIA,Niro,48932,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,40061,Privato,NO,SI,1366,1373,2739
2025-03-18,2025,PR-25-00077,CL-25-100077,Filiale 9,Hyundai,VEND_Filiale9_02,Hyundai,USATO,2016-05-12,106,129998,Remarketing,59,1-90,NO,<=60000,1462,Hyundai,Kona,48115,NO,,,,0,Azienda,SI,NO,1039,2833,3872
2024-10-03,2024,PR-24-00058,CL-24-100058,Filiale 2,BMW,VEND_Filiale2_01,BMW,USATO,2022-06-15,27,47462,Web,36,1-90,NO,<=60000,375,BMW,X1,27258,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,24442,Privato,SI,SI,2144,2443,4587
2024-09-15,2024,PR-24-00059,CL-24-100059,Filiale 2,BMW,VEND_Filiale2_05,BMW,NUOVO,2024-08-18,0,57,Web,30,1-90,NO,<=60000,417,BMW,Serie 1,41499,SI,MAXIRATA,FIN_AUTO_ONE,48.0,34190,Azienda,SI,SI,2023,2030,4053
2025-02-12,2025,PR-25-00078,CL-25-100078,Filiale 6,MINI,VEND_Filiale6_02,MINI,KM0,2024-12-30,1,765,Showroom,105,90-150,NO,<=60000,1523,MINI,Cooper,34495,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,25707,Privato,NO,SI,1206,1017,2223
2025-12-01,2025,PR-25-00079,CL-25-100079,Filiale 7,KIA,VEND_Filiale7_01,KIA,NUOVO,2025-11-12,0,192,Web,94,90-150,NO,<=60000,157,KIA,Niro,31314,SI,LEASING,FIN_LEASE_GROUP,60.0,23189,Azienda,SI,SI,2415,2096,4511
2025-03-04,2025,PR-25-00080,CL-25-100080,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2025-02-24,0,192,B2B,31,1-90,NO,<=60000,800,Mercedes,GLE,56215,SI,LEASING,FIN_LEASE_GROUP,36.0,40669,Azienda,NO,SI,907,3373,4280
2025-02-28,2025,PR-25-00081,CL-25-100081,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,USATO,2023-05-04,21,20568,Showroom,73,1-90,NO,>60000,1946,Mercedes,GLC,73060,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,51609,Privato,SI,SI,3202,2410,5612
2025-07-23,2025,PR-25-00082,CL-25-100082,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2025-06-21,1,7,Remarketing,16,1-90,NO,>60000,1175,Mercedes,Classe A,95007,NO,,,,0,Privato,SI,NO,1256,5750,7006
2025-09-16,2025,PR-25-00083,CL-25-100083,Filiale 3,Mercedes,VEND_Filiale3_01,Mercedes,NUOVO,2025-09-10,0,130,Showroom,31,1-90,NO,>60000,1041,Mercedes,Classe C,99028,SI,LEASING,FIN_LEASE_GROUP,60.0,63132,Privato,SI,NO,2265,5919,8184
2025-09-30,2025,PR-25-00084,CL-25-100084,Filiale 7,KIA,VEND_Filiale7_03,KIA,NUOVO,2025-09-12,0,100,Showroom,26,1-90,NO,<=60000,195,KIA,Niro,21206,SI,FINANZIAMENTO,FIN_AUTO_ONE,60.0,15450,Privato,SI,NO,2141,990,3131
2025-08-20,2025,PR-25-00085,CL-25-100085,Filiale 6,MINI,VEND_Filiale6_03,MINI,NUOVO,2025-07-13,1,44,Lead,50,1-90,NO,<=60000,250,MINI,Cooper,29222,NO,,,,0,Privato,SI,NO,668,758,1426
2024-12-16,2024,PR-24-00060,CL-24-100060,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2024-12-04,0,99,Showroom,38,1-90,NO,>60000,770,BMW,Serie 3,86312,SI,LEASING,FIN_LEASE_GROUP,36.0,53946,Privato,NO,SI,1870,4550,6420
2024-01-02,2024,PR-24-00061,CL-24-100061,Filiale 3,Mercedes,VEND_Filiale3_05,BMW,NUOVO,2023-12-30,0,175,Lead,20,1-90,NO,<=60000,87,BMW,Serie 2,45620,NO,,,,0,Privato,SI,SI,2676,3659,6335
2025-08-29,2025,PR-25-00086,CL-25-100086,Filiale 4,Mercedes,VEND_Filiale4_05,MINI,NUOVO,2025-08-20,0,31,Web,28,1-90,NO,>60000,1393,Mercedes,GLE,84539,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,72.0,57100,Privato,SI,SI,3153,2014,5167
2025-07-11,2025,PR-25-00087,CL-25-100087,Filiale 2,BMW,VEND_Filiale2_06,Mercedes,NUOVO,2025-06-11,0,91,Showroom,33,1-90,NO,>60000,391,Mercedes,GLA,64508,SI,RENTING,FIN_MOBILITY,60.0,51842,Azienda,SI,SI,3258,5014,8272
2025-09-13,2025,PR-25-00088,CL-25-100088,Filiale 3,Mercedes,VEND_Filiale3_05,BMW,USATO,2022-09-11,35,55888,Remarketing,173,>=150,SI,<=60000,3327,BMW,Serie 1,47974,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,30265,Privato,SI,SI,2612,484,3096
2024-04-02,2024,PR-24-00062,CL-24-100062,Filiale 2,BMW,VEND_Filiale2_01,BMW,USATO,2022-10-08,17,37725,Showroom,107,90-150,NO,<=60000,2584,BMW,Serie 2,55094,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,47340,Privato,SI,SI,2582,2044,4626
2025-11-18,2025,PR-25-00089,CL-25-100089,Filiale 2,BMW,VEND_Filiale2_07,Hyundai,NUOVO,2025-11-15,0,33,Showroom,17,1-90,NO,<=60000,778,Hyundai,i30,47724,SI,RENTING,FIN_MOBILITY,60.0,29103,Privato,NO,SI,1434,1576,3010
2025-10-30,2025,PR-25-00090,CL-25-100090,Filiale 5,MINI,VEND_Filiale5_02,MINI,USATO,2023-10-09,24,33804,Showroom,122,90-150,NO,<=60000,2299,MINI,Cooper,47619,NO,,,,0,Privato,SI,NO,496,1186,1682
2025-03-25,2025,PR-25-00091,CL-25-100091,Filiale 8,KIA,VEND_Filiale8_02,KIA,NUOVO,2025-03-10,0,54,Showroom,6,1-90,NO,<=60000,47,KIA,Stonic,22107,SI,RENTING,FIN_MOBILITY,48.0,14932,Azienda,SI,SI,2282,1157,3439
2024-03-28,2024,PR-24-00063,CL-24-100063,Filiale 5,MINI,VEND_Filiale5_02,MINI,USATO,2022-02-16,25,32005,Remarketing,41,1-90,NO,<=60000,786,MINI,Clubman,28305,SI,FINANZIAMENTO,FIN_AUTO_ONE,36.0,19611,Privato,SI,SI,3091,1225,4316
2025-12-24,2025,PR-25-00092,CL-25-100092,Filiale 6,MINI,VEND_Filiale6_02,MINI,NUOVO,2025-12-23,0,192,Remarketing,26,1-90,NO,<=60000,158,MINI,Cooper SE,49006,NO,,,,0,Privato,SI,SI,1919,2318,4237
2025-12-13,2025,PR-25-00093,CL-25-100093,Filiale 2,BMW,VEND_Filiale2_01,BMW,USATO,2018-09-08,86,111828,Showroom,107,90-150,NO,>60000,3392,BMW,X1,70532,SI,FINANZIAMENTO,FIN_AUTO_ONE,24.0,57280,Privato,SI,NO,1623,1895,3518
2025-09-23,2025,PR-25-00094,CL-25-100094,Filiale 4,Mercedes,VEND_Filiale4_03,Mercedes,KM0,2025-08-14,1,1710,Showroom,86,1-90,NO,<=60000,623,Mercedes,Classe B,36006,NO,,,,0,Privato,NO,NO,129,1281,1410
2024-06-17,2024,PR-24-00064,CL-24-100064,Filiale 2,BMW,VEND_Filiale2_04,BMW,NUOVO,2024-04-17,1,83,Showroom,32,1-90,NO,<=60000,441,BMW,X3,55337,NO,,,,0,Azienda,NO,NO,133,3460,3593
2024-12-25,2024,PR-24-00065,CL-24-100065,Filiale 4,Mercedes,VEND_Filiale4_04,Mercedes,KM0,2024-11-18,1,1944,Lead,115,90-150,NO,>60000,1791,Mercedes,GLC,98585,NO,,,,0,Privato,SI,SI,1423,3673,5096
2024-12-08,2024,PR-24-00066,CL-24-100066,Filiale 2,BMW,VEND_Filiale2_02,BMW,NUOVO,2024-12-01,0,18,Showroom,20,1-90,NO,>60000,1271,Hyundai,Tucson,61184,SI,RENTING,FIN_MOBILITY,48.0,38774,Privato,SI,SI,2932,3019,5951
2025-03-25,2025,PR-25-00095,CL-25-100095,Filiale 3,Mercedes,VEND_Filiale3_04,Mercedes,NUOVO,2025-03-10,0,12,Lead,10,1-90,NO,<=60000,494,Mercedes,GLE,37176,SI,FINANZIAMENTO,FIN_AUTO_ONE,24.0,23540,Privato,SI,SI,2715,1333,4048
2024-06-25,2024,PR-24-00067,CL-24-100067,Filiale 9,Hyundai,VEND_Filiale9_01,Hyundai,USATO,2022-10-22,20,38501,Web,85,1-90,NO,<=60000,1103,Hyundai,i30,52442,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,46985,Privato,SI,SI,3228,2997,6225
2024-12-24,2024,PR-24-00068,CL-24-100068,Filiale 1,BMW,VEND_Filiale1_07,MINI,NUOVO,2024-11-24,0,108,Web,25,1-90,NO,>60000,1271,BMW,Serie 2,67180,SI,LEASING,FIN_LEASE_GROUP,60.0,52958,Privato,SI,SI,2300,1898,4198
2025-04-24,2025,PR-25-00096,CL-25-100096,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2025-03-23,1,122,Showroom,30,1-90,NO,<=60000,664,BMW,X1,41421,SI,RENTING,FIN_MOBILITY,36.0,35513,Privato,NO,NO,616,2522,3138
2025-10-08,2025,PR-25-00097,CL-25-100097,Filiale 8,KIA,VEND_Filiale8_02,KIA,USATO,2024-01-03,20,31241,Showroom,34,1-90,NO,<=60000,798,KIA,Stonic,49065,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,39226,Azienda,SI,NO,1381,2981,4362
2025-12-08,2025,PR-25-00098,CL-25-100098,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,USATO,2025-03-17,8,10000,Showroom,55,1-90,NO,<=60000,825,Mercedes,GLE,49226,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,30853,Privato,SI,SI,3719,2830,6549
2025-03-30,2025,PR-25-00099,CL-25-100099,Filiale 6,MINI,VEND_Filiale6_04,Mercedes,USATO,2024-04-19,11,10000,B2B,43,1-90,NO,<=60000,565,Mercedes,GLA,49463,SI,FINANZIAMENTO,FIN_AUTO_ONE,48.0,28915,Privato,SI,NO,2620,4663,7283
2025-12-13,2025,PR-25-00100,CL-25-100100,Filiale 8,KIA,VEND_Filiale8_01,KIA,KM0,2025-09-27,2,2046,Web,34,1-90,NO,<=60000,1171,KIA,Sorento,41656,SI,RENTING,FIN_MOBILITY,48.0,36325,Privato,SI,SI,2558,495,3053
2025-04-13,2025,PR-25-00101,CL-25-100101,Filiale 4,Mercedes,VEND_Filiale4_01,Mercedes,NUOVO,2025-03-17,0,129,Showroom,40,1-90,NO,<=60000,884,Mercedes,Classe A,59599,SI,LEASING,FIN_LEASE_GROUP,60.0,49858,Privato,SI,SI,2087,2938,5025
2024-06-12,2024,PR-24-00069,CL-24-100069,Filiale 2,BMW,VEND_Filiale2_01,BMW,KM0,2024-04-02,2,2469,Showroom,46,1-90,NO,<=60000,743,BMW,X3,51960,NO,,,,0,Privato,NO,NO,0,2098,2098
2024-09-12,2024,PR-24-00070,CL-24-100070,Filiale 3,Mercedes,VEND_Filiale3_04,Mercedes,NUOVO,2024-07-29,1,17,Web,5,1-90,NO,<=60000,42,Mercedes,GLE,36368,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,24.0,23617,Privato,NO,NO,612,1330,1942
2024-03-23,2024,PR-24-00071,CL-24-100071,Filiale 5,MINI,VEND_Filiale5_04,Hyundai,NUOVO,2024-02-09,1,73,B2B,20,1-90,NO,<=60000,225,Hyundai,i20,33548,NO,,,,0,Privato,NO,NO,0,997,997
2025-02-26,2025,PR-25-00102,CL-25-100102,Filiale 1,BMW,VEND_Filiale1_01,BMW,NUOVO,2025-01-10,1,54,Showroom,8,1-90,NO,>60000,410,BMW,X5,63766,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,44604,Privato,SI,SI,2654,4281,6935
2025-05-02,2025,PR-25-00103,CL-25-100103,Filiale 1,BMW,VEND_Filiale1_01,BMW,USATO,2023-08-22,20,10000,Showroom,78,1-90,NO,<=60000,1138,BMW,X1,45945,NO,,,,0,Azienda,SI,NO,1447,3355,4802
2024-04-03,2024,PR-24-00072,CL-24-100072,Filiale 8,KIA,VEND_Filiale8_03,KIA,USATO,2020-12-12,39,40572,Remarketing,85,1-90,NO,<=60000,547,Mercedes,GLA,49542,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,42677,Azienda,SI,SI,3106,3581,6687
2025-06-27,2025,PR-25-00104,CL-25-100104,Filiale 10,Hyundai,VEND_Filiale10_02,MINI,USATO,2024-10-09,8,18945,Lead,176,>=150,SI,<=60000,4187,MINI,Cooper,48133,NO,,,,0,Privato,SI,SI,2813,200,3013
2024-03-29,2024,PR-24-00073,CL-24-100073,Filiale 3,Mercedes,VEND_Filiale3_04,Mercedes,NUOVO,2024-03-21,0,170,Showroom,16,1-90,NO,<=60000,434,Mercedes,Classe C,51347,NO,,,,0,Azienda,NO,SI,975,3605,4580
2024-09-21,2024,PR-24-00074,CL-24-100074,Filiale 8,KIA,VEND_Filiale8_01,KIA,USATO,2018-12-08,69,83733,Web,3,1-90,NO,<=60000,995,MINI,Clubman,34023,SI,FINANZIAMENTO,FIN_AUTO_ONE,72.0,21945,Privato,NO,SI,1557,2309,3866
2025-12-19,2025,PR-25-00105,CL-25-100105,Filiale 6,MINI,VEND_Filiale6_03,MINI,USATO,2024-01-14,22,31214,Showroom,91,90-150,NO,<=60000,1956,MINI,Cooper,32588,NO,,,,0,Privato,NO,NO,144,1561,1705
2024-05-15,2024,PR-24-00075,CL-24-100075,Filiale 2,BMW,VEND_Filiale2_03,BMW,NUOVO,2024-03-23,1,43,Lead,11,1-90,NO,<=60000,230,BMW,X3,59528,NO,,,,0,Privato,NO,SI,1064,4712,5776
2025-04-17,2025,PR-25-00106,CL-25-100106,Filiale 2,BMW,VEND_Filiale2_02,BMW,NUOVO,2025-02-21,1,156,Showroom,6,1-90,NO,>60000,163,BMW,Serie 1,73175,SI,LEASING,FIN_LEASE_GROUP,36.0,54454,Azienda,SI,NO,2246,3538,5784
2025-06-13,2025,PR-25-00107,CL-25-100107,Filiale 8,KIA,VEND_Filiale8_01,KIA,USATO,2023-01-08,29,37971,B2B,57,1-90,NO,<=60000,137,KIA,Ceed,25513,SI,RENTING,FIN_MOBILITY,48.0,16308,Azienda,SI,SI,3180,2005,5185
2024-10-11,2024,PR-24-00076,CL-24-100076,Filiale 1,BMW,VEND_Filiale1_05,BMW,KM0,2024-08-03,2,1714,Showroom,51,1-90,NO,<=60000,335,BMW,X3,54300,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,48.0,47075,Privato,NO,SI,1419,1872,3291
2024-04-12,2024,PR-24-00077,CL-24-100077,Filiale 7,KIA,VEND_Filiale7_02,KIA,KM0,2024-01-23,2,1487,Web,45,1-90,NO,<=60000,616,KIA,Sportage,22376,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,36.0,18962,Privato,NO,NO,529,834,1363
2025-05-23,2025,PR-25-00108,CL-25-100108,Filiale 1,BMW,VEND_Filiale1_07,MINI,KM0,2025-02-17,3,2345,Web,95,90-150,NO,<=60000,343,MINI,Countryman,31843,SI,FINANZIAMENTO,FIN_RETAIL_CREDIT,60.0,21040,Azienda,SI,SI,3199,754,3953
